Query sequence,Sample name,Otu.95,Most common phylum-level assignment,Phylum-level assignment,Most common class-level assignment,Class-level assignment,Most common order-level assignment,Order-level assignment,Most common family-level assignment,Family-level assignment,Most common Genus-level assignment,Genus-level assignment,Taxon assignment,Likelihood weight,otu,otu_references
M21_Otu1197,M21,Otu1197,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Sordariales,Sordariales,Sordariaceae,Sordariaceae,Sordaria,Sordaria,Sordaria_lappae,"0.168887, 0.168580, 0.168507, 0.168442, 0.168110, 0.071495, 0.071154",OTU749,
M21_Otu1200,M21,Otu1200,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Phaeomoniellales,Phaeomoniellales,unclassified,unclassified,Celerioriella,"Celerioriella,Dolabra,Neophaeomoniella,Minutiella,Aequabiliella","Dolabra_nepheliae,Neophaeomoniella_zymoides,Minutiella_tardicola,Celerioriella_prunicola,Aequabiliella_effusa,Celerioriella_dura","0.809689, 0.056822, 0.026010, 0.023736, 0.022905, 0.022398",OTU136,
M21_Otu125,M21,Otu125,Ascomycota,Ascomycota,Xylonomycetes,Xylonomycetes,Xylonomycetales,Xylonomycetales,unclassified,unclassified,Symbiotaphrina,Symbiotaphrina,Symbiotaphrina_kochii,"0.035598, 0.033509, 0.023962, 0.023153, 0.021911, 0.021512, 0.019502, 0.019495, 0.019246, 0.017495, 0.016726",OTU617,
M21_Otu126,M21,Otu126,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Sporormiaceae,Sporormiaceae,Westerdykella,Westerdykella,Westerdykella_cylindrica,"0.365765, 0.310864, 0.309638",OTU353,
M21_Otu130,M21,Otu130,Ascomycota,Ascomycota,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pyronemataceae,Pyronemataceae,Tricharina,Tricharina,Tricharina_gilva,"0.058392, 0.020334, 0.018134, 0.017049, 0.017039, 0.017038, 0.016543, 0.016314, 0.016181, 0.015533, 0.013810",OTU455,
M21_Otu131,M21,Otu131,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium,Penicillium,Penicillium_freii,"0.350419, 0.143022, 0.063626, 0.062238, 0.046327, 0.046240, 0.046239, 0.046152, 0.046144, 0.046133, 0.046114",OTU527,
M21_Otu154,M21,Otu154,Ascomycota,Ascomycota,Taphrinomycetes,"Taphrinomycetes,Saccharomycetes,Pneumocystidomycetes,Schizosaccharomycetes,unclassified",Taphrinales,"Taphrinales,Saccharomycetales,Pneumocystidales,Schizosaccharomycetales,unclassified",Taphrinaceae,"Taphrinaceae,Saccharomycetaceae,Trichomonascaceae,Pneumocystidaceae,Schizosaccharomycetaceae,unclassified,Protomycetaceae,Dipodascaceae",Taphrina,"Taphrina,Zygoascus,Pneumocystis,Schizosaccharomyces,Saitoella,Protomyces,Yarrowia,Candida,Saccharomyces","Taphrina_deformans,Zygoascus_hellenicus,Pneumocystis_carinii,Schizosaccharomyces_pombe,Saitoella_complicata,Protomyces_inouyei,Taphrina_wiesneri,Yarrowia_lipolytica,Taphrina_communis,Candida_glabrata,Saccharomyces_cerevisiae","0.138850, 0.122505, 0.110524, 0.102640, 0.081747, 0.079522, 0.070087, 0.028981, 0.028532, 0.028511, 0.024470",OTU80,
M21_Otu163,M21,Otu163,Ascomycota,Ascomycota,Orbiliomycetes,Orbiliomycetes,Orbiliales,Orbiliales,Orbiliaceae,Orbiliaceae,Arthrobotrys,"Arthrobotrys,Dactylellina,Drechslerella,Orbilia","Dactylellina_haptotyla,Arthrobotrys_elegans,Arthrobotrys_gephyropaga,Arthrobotrys_pyriformis,Arthrobotrys_superba,Drechslerella_dactyloides,Drechslerella_brochopaga,Dactylellina_ellipsospora,Orbilia_auricolor,Orbilia_vinosa,Arthrobotrys_conoides","0.512926, 0.187955, 0.187005, 0.049294, 0.048843",OTU652,
M21_Otu167,M21,Otu167,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Glomerellales,Glomerellales,Glomerellaceae,Glomerellaceae,Colletotrichum,Colletotrichum,Colletotrichum_musae,"0.783341, 0.216659",OTU795,
M21_Otu176,M21,Otu176,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.879439, 0.044348, 0.009641, 0.007561, 0.007421, 0.007345",OTU581,
M21_Otu188,M21,Otu188,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Aureobasidiaceae,Aureobasidiaceae,Aureobasidium,Aureobasidium,"Aureobasidium_melanogenum,Aureobasidium_pullulans,Aureobasidium_lini,Aureobasidium_namibiae","0.564844, 0.226296, 0.113025, 0.048291",OTU712,
M21_Otu192,M21,Otu192,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Phyllostictaceae,"Phyllostictaceae,Planistromellaceae,Aplosporellaceae",Phyllosticta,"Phyllosticta,Kellermania,Aplosporella","Kellermania_confusa,Phyllosticta_abieticola,Kellermania_dasylirionicola,Aplosporella_prunicola,Phyllosticta_ampelicida,Kellermania_nolinifoliorum,Kellermania_micranthae,Phyllosticta_beaumarisii,Phyllosticta_philoprina,Phyllosticta_capitalensis,Phyllosticta_elongata","0.315579, 0.311522, 0.304555, 0.011505, 0.007457",OTU183,
M21_Otu2,M21,Otu2,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Chaetothyriales,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae,Exophiala,Exophiala,Exophiala_nigra,0.999998,OTU851,
M21_Otu220,M21,Otu220,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Phacidiales,"Phacidiales,Rhytismatales,Helotiales",Phacidiaceae,"Phacidiaceae,Rhytismataceae,Bulgariaceae",Phacidium,"Phacidium,Potebniamyces,Bulgaria,Darkera","Potebniamyces_pyri,Bulgaria_inquinans,Darkera_picea,Phacidium_pseudophacidioides,Phacidium_lauri,Phacidium_lacerum","0.159622, 0.141929, 0.141659, 0.122925, 0.036932, 0.033127, 0.032846, 0.032718, 0.027084, 0.026950, 0.025218",OTU713,
M21_Otu227,M21,Otu227,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Jahnulales,Jahnulales,Aliquandostipitaceae,"Aliquandostipitaceae,Manglicolaceae",Jahnula,"Jahnula,Manglicola,Aliquandostipite","Jahnula_aquatica,Manglicola_guatemalensis,Jahnula_bipileata,Jahnula_appendiculata,Aliquandostipite_khaoyaiensis,Jahnula_granulosa,Jahnula_bipolaris,Jahnula_sangamonensis","0.457779, 0.070273, 0.059696, 0.056562, 0.054181, 0.014174, 0.014156, 0.014117, 0.012873, 0.012580, 0.012575",OTU810,
M21_Otu230,M21,Otu230,Ascomycota,Ascomycota,Orbiliomycetes,"Orbiliomycetes,unclassified",Orbiliales,"Orbiliales,unclassified",Orbiliaceae,"Orbiliaceae,unclassified",Arthrobotrys,"Arthrobotrys,Dactylellina,Orbilia,Drechslerella,Lecophagus","Dactylellina_haptotyla,Arthrobotrys_elegans,Arthrobotrys_gephyropaga,Arthrobotrys_pyriformis,Orbilia_auricolor,Arthrobotrys_superba,Drechslerella_dactyloides,Drechslerella_brochopaga,Dactylellina_ellipsospora,Lecophagus_sp,Orbilia_vinosa","0.620981, 0.187019, 0.151684",OTU1124,
M21_Otu240,M21,Otu240,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Lecanorales,Lecanorales,Rhizocarpaceae,Rhizocarpaceae,Rhizocarpon,Rhizocarpon,Rhizocarpon_disporum,"0.069256, 0.034033, 0.033481, 0.033481, 0.033481, 0.026608, 0.025515, 0.025468, 0.025468, 0.025468, 0.025468",OTU379,
M21_Otu248,M21,Otu248,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Piedraiaceae,Piedraiaceae,Piedraia,Piedraia,Piedraia_hortae,"0.444261, 0.037977, 0.037254, 0.037240, 0.024929, 0.024839, 0.024449, 0.022076, 0.021569, 0.019827, 0.018015",OTU1117,
M21_Otu282,M21,Otu282,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Phacidiales,"Phacidiales,Rhytismatales,Helotiales",Phacidiaceae,"Phacidiaceae,Rhytismataceae,Bulgariaceae",Phacidium,"Phacidium,Potebniamyces,Bulgaria,Darkera","Potebniamyces_pyri,Bulgaria_inquinans,Darkera_picea,Phacidium_pseudophacidioides,Phacidium_lauri,Phacidium_lacerum","0.190755, 0.142360, 0.083609, 0.082317, 0.076600, 0.072759, 0.060809, 0.030137, 0.029939, 0.021970, 0.020959",OTU962,
M21_Otu289,M21,Otu289,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Planistromellaceae,"Planistromellaceae,Saccharataceae,Phyllostictaceae,Aplosporellaceae,Septorioideaceae",Kellermania,"Kellermania,Saccharata,Phyllosticta,Aplosporella,Septorioides","Kellermania_confusa,Kellermania_dasylirionicola,Aplosporella_prunicola,Phyllosticta_capitalensis,Phyllosticta_ampelicida,Saccharata_kirstenboschensis,Kellermania_nolinifoliorum,Kellermania_micranthae,Saccharata_hawaiiensis,Saccharata_capensis,Septorioides_pini-thunbergii","0.305290, 0.304094, 0.304038, 0.008459, 0.006896, 0.006137, 0.005868, 0.004045, 0.004018, 0.002326",OTU44,
M21_Otu299,M21,Otu299,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Diaporthales,Diaporthales,Diaporthaceae,Diaporthaceae,Diaporthe,Diaporthe,Diaporthe_phaseolorum,"0.713969, 0.185769, 0.086147",OTU152,
M21_Otu308,M21,Otu308,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Sporormiaceae,Sporormiaceae,Westerdykella,Westerdykella,Westerdykella_cylindrica,"0.377745, 0.310948, 0.310723",OTU948,
M21_Otu318,M21,Otu318,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Microascales,Microascales,Microascaceae,Microascaceae,Graphium,Graphium,Graphium_penicillioides,"0.218959, 0.189735, 0.186392, 0.186248, 0.060771, 0.051882, 0.014016, 0.012240, 0.011394, 0.010969, 0.006609",OTU631,
M21_Otu319,M21,Otu319,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Sordariales,Sordariales,Sordariaceae,Sordariaceae,Gelasinospora,Gelasinospora,Gelasinospora_tetrasperma,"0.166546, 0.166260, 0.164440, 0.158138, 0.158132, 0.090378, 0.089822",OTU889,
M21_Otu320,M21,Otu320,Ascomycota,Ascomycota,Taphrinomycetes,Taphrinomycetes,Taphrinales,Taphrinales,Taphrinaceae,"Taphrinaceae,Protomycetaceae",Taphrina,"Taphrina,Protomyces","Protomyces_inouyei,Taphrina_communis,Taphrina_deformans,Taphrina_wiesneri","0.176586, 0.172780, 0.165196, 0.085583, 0.082948, 0.082217, 0.072839, 0.038178, 0.035191, 0.014880, 0.014811",OTU198,
M21_Otu326,M21,Otu326,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.469217, 0.076996, 0.066696, 0.066519, 0.045820, 0.045059, 0.033588, 0.032670, 0.026561, 0.026561, 0.011868",OTU994,
M21_Otu327,M21,Otu327,Ascomycota,Ascomycota,Arthoniomycetes,Arthoniomycetes,Arthoniales,Arthoniales,Roccellaceae,"Roccellaceae,Roccellographaceae,Chrysotrichaceae,Lecanographaceae",Roccella,"Roccella,Combea,Roccellographa,Simonyella,Opegrapha,Chrysothrix,Alyxoria","Roccella_montagnei,Roccella_fuciformis,Roccella_canariensis,Combea_mollusca,Roccellographa_cretacea,Simonyella_variegata,Roccella_tuberculata,Roccella_boergesenii,Opegrapha_dolomitica,Chrysothrix_caesia,Alyxoria_varia","0.055779, 0.055676, 0.055676, 0.055676, 0.055635, 0.048716, 0.048716, 0.046913, 0.033598, 0.033443, 0.032699",OTU321,
M21_Otu33,M21,Otu33,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Rhytismatales,Rhytismatales,Rhytismataceae,"Rhytismataceae,Cudoniaceae",Coccomyces,"Coccomyces,Tryblidiopsis,Lophodermium,Cudonia,Meloderma,Spathularia","Tryblidiopsis_pinastri,Coccomyces_strobi,Lophodermium_pinastri,Cudonia_circinans,Meloderma_desmazieresii,Spathularia_velutipes,Coccomyces_dentatus","0.258077, 0.185206, 0.149010, 0.131193, 0.065163, 0.058768, 0.036780, 0.019031, 0.018916, 0.014430, 0.011742",OTU653,
M21_Otu332,M21,Otu332,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,unclassified,unclassified,Kirschsteiniotheliaceae,Kirschsteiniotheliaceae,Kirschsteiniothelia,Kirschsteiniothelia,"Kirschsteiniothelia_aethiops,Kirschsteiniothelia_aethiops_1","0.543090, 0.149589, 0.130424, 0.126762, 0.009359",OTU1128,
M21_Otu352,M21,Otu352,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Debaryomycetaceae,Debaryomycetaceae,Candida,Candida,"Candida_albicans,Candida_tropicalis","0.218885, 0.159875, 0.087614, 0.083287, 0.051667, 0.050102, 0.048793, 0.037625, 0.037456, 0.033334, 0.033213",OTU441,
M21_Otu363,M21,Otu363,Ascomycota,Ascomycota,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pyronemataceae,Pyronemataceae,Tarzetta,Tarzetta,Tarzetta_catinus,"0.315957, 0.064292, 0.056214, 0.056175, 0.056160, 0.034032, 0.033986, 0.027828, 0.023322, 0.021569, 0.015096",OTU1068,
M21_Otu364,M21,Otu364,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Venturiales,Venturiales,Sympoventuriaceae,Sympoventuriaceae,Ochroconis,"Ochroconis,Sympoventuria,Verruconis","Ochroconis_bacilliformis,Ochroconis_verrucosa,Sympoventuria_capensis,Ochroconis_tshawytschae,Ochroconis_humicola,Ochroconis_dracaenae,Ochroconis_globalis,Ochroconis_cordanae,Ochroconis_robusta,Ochroconis_phaeophora,Verruconis_gallopava","0.830633, 0.037162, 0.037099, 0.037092, 0.021592",OTU380,
M21_Otu378,M21,Otu378,Ascomycota,Ascomycota,Arthoniomycetes,Arthoniomycetes,Arthoniales,Arthoniales,Roccellaceae,"Roccellaceae,Roccellographaceae,Chrysotrichaceae,Lecanographaceae",Roccella,"Roccella,Combea,Roccellographa,Simonyella,Opegrapha,Chrysothrix,Alyxoria","Roccella_montagnei,Roccella_fuciformis,Roccella_canariensis,Combea_mollusca,Roccellographa_cretacea,Simonyella_variegata,Roccella_tuberculata,Roccella_boergesenii,Opegrapha_dolomitica,Chrysothrix_caesia,Alyxoria_varia","0.094897, 0.084157, 0.083554, 0.082189, 0.081417, 0.081417, 0.081417, 0.081417, 0.081417, 0.031512, 0.020163",OTU48,
M21_Otu383,M21,Otu383,Ascomycota,Ascomycota,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,Saitoella,Saitoella,Saitoella_complicata,"0.180621, 0.148460, 0.083926, 0.063481, 0.061539, 0.060984, 0.037081, 0.036947, 0.036650, 0.032667, 0.014591",OTU320,
M21_Otu39,M21,Otu39,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Dothideaceae,"Dothideaceae,Dothioraceae,unclassified",Dothidea,"Dothidea,Dothiora,unclassified,Delphinella,Sydowia,Neocylindroseptoria,Stylodothis","Dothideomycetes_sp_TRN11,Delphinella_strobiligena,Sydowia_polyspora,Dothiora_ceratoniae,Neocylindroseptoria_pistaciae,Stylodothis_puccinioides,Dothidea_ribesia,Dothidea_sambuci,Dothidea_hippophaeos,Dothidea_insculpta,Dothiora_cannabinae","0.282389, 0.230453, 0.225296, 0.068055, 0.067845, 0.007399, 0.007328, 0.007256, 0.006425, 0.005940, 0.005905",OTU279,
M21_Otu391,M21,Otu391,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Curvularia,Curvularia,Curvularia_muehlenbeckiae,"0.347211, 0.341010, 0.310730",OTU314,
M21_Otu397,M21,Otu397,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Trichomonascaceae,"Trichomonascaceae,Dipodascaceae",Zygoascus,"Zygoascus,Yarrowia","Zygoascus_hellenicus,Yarrowia_lipolytica","0.193615, 0.187217, 0.186080, 0.186024, 0.054175, 0.023349, 0.022976, 0.022964, 0.021111, 0.019562, 0.019287",OTU940,
M21_Otu410,M21,Otu410,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,Teratoramularia,Teratoramularia,"Teratoramularia_rumicicola,Teratoramularia_kirschneriana,Teratoramularia_infinita,Teratoramularia_persicariae","0.470727, 0.101546, 0.079125, 0.073737, 0.073357, 0.073230, 0.021270, 0.017975, 0.010413, 0.008496, 0.007504",OTU13,
M21_Otu416,M21,Otu416,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Rhytismatales,Rhytismatales,Rhytismataceae,Rhytismataceae,Meloderma,"Meloderma,Lophodermium","Meloderma_desmazieresii,Lophodermium_pinastri","0.512368, 0.193519, 0.187373, 0.048981, 0.043890",OTU569,
M21_Otu425,M21,Otu425,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Patellariales,"Patellariales,Hysteriales",unclassified,"unclassified,Hysteriaceae",Hysteropatella,"Hysteropatella,Hysterium","Hysteropatella_clavispora,Hysterium_pulicare,Hysteropatella_elliptica","0.109527, 0.079874, 0.057701, 0.057381, 0.040289, 0.037386, 0.036588, 0.036479, 0.036452, 0.036452, 0.036452",OTU281,
M21_Otu426,M21,Otu426,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,unclassified,unclassified,unclassified,unclassified,Cryomyces,Cryomyces,"Cryomyces_sp_montanus,Cryomyces_antarcticus","0.064715, 0.052965, 0.051322, 0.051232, 0.051232, 0.051232, 0.051232, 0.051232, 0.051220, 0.051219, 0.047155",OTU282,
M21_Otu439,M21,Otu439,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Aureobasidiaceae,Aureobasidiaceae,Aureobasidium,Aureobasidium,"Aureobasidium_melanogenum,Aureobasidium_pullulans,Aureobasidium_lini,Aureobasidium_namibiae","0.220728, 0.216664, 0.207960, 0.196129, 0.132244",OTU506,
M21_Otu451,M21,Otu451,Ascomycota,Ascomycota,Taphrinomycetes,Taphrinomycetes,Taphrinales,Taphrinales,Taphrinaceae,"Taphrinaceae,Protomycetaceae",Taphrina,"Taphrina,Protomyces","Protomyces_inouyei,Taphrina_communis,Taphrina_deformans,Taphrina_wiesneri","0.310098, 0.254196, 0.092877, 0.091975, 0.091004, 0.036673, 0.036579, 0.025783, 0.006813, 0.006810",OTU102,
M21_Otu453,M21,Otu453,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Clavicipitaceae,Clavicipitaceae,Moelleriella,Moelleriella,Moelleriella_libera,"0.838853, 0.016498, 0.010020, 0.009573, 0.009478, 0.009436, 0.009118, 0.009114, 0.009090, 0.007954, 0.007143",OTU717,
M21_Otu467,M21,Otu467,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Dothideaceae,"Dothideaceae,Dothioraceae",Dothidea,"Dothidea,Dothiora,Delphinella,Sydowia,Neocylindroseptoria,Stylodothis","Delphinella_strobiligena,Sydowia_polyspora,Dothiora_ceratoniae,Neocylindroseptoria_pistaciae,Stylodothis_puccinioides,Dothidea_ribesia,Dothidea_sambuci,Dothidea_hippophaeos,Dothidea_insculpta,Dothiora_cannabinae","0.381746, 0.206288, 0.163111, 0.110221, 0.100303",OTU858,
M21_Otu504,M21,Otu504,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Glomerellales,Glomerellales,Glomerellaceae,Glomerellaceae,Colletotrichum,Colletotrichum,Colletotrichum_gloeosporioides,0.956949,OTU475,
M21_Otu515,M21,Otu515,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Saccharataceae,"Saccharataceae,Septorioideaceae",Saccharata,"Saccharata,Septorioides","Saccharata_capensis,Saccharata_kirstenboschensis,Septorioides_pini-thunbergii,Saccharata_hawaiiensis","0.216140, 0.133377, 0.128386, 0.074418, 0.030678, 0.024621, 0.022796, 0.017931, 0.017647, 0.017563, 0.017563",OTU35,
M21_Otu545,M21,Otu545,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.238208, 0.122070, 0.096766, 0.094535, 0.049836, 0.044343, 0.040878, 0.039194, 0.016886, 0.016500, 0.016398",OTU573,
M21_Otu548,M21,Otu548,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",unclassified,"unclassified,Extremaceae,Neodevriesiaceae",unclassified,"unclassified,Neodevriesia,Vermiconia,Tripospermum,Petrophila","Neodevriesia_strelitziae,Capnodiales_sp_CCFEE_5502,Vermiconia_foris,Dothideomycetes_sp_TRN152,Dothideomycetes_sp_TRN142,Neodevriesia_agapanthi,Tripospermum_myrti,Capnodiales_sp_A73,Vermiconia_flagrans,Dothideomycetes_sp_TRN153,Petrophila_incerta_1","0.181345, 0.179195, 0.179135, 0.032611, 0.032373, 0.032373, 0.032373, 0.032373, 0.032373, 0.032370, 0.032370",OTU667,
M21_Otu579,M21,Otu579,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Phyllostictaceae,"Phyllostictaceae,Botryosphaeriaceae,Aplosporellaceae",Phyllosticta,"Phyllosticta,Lasiodiplodia,Aplosporella,Guignardia","Phyllosticta_abieticola,Lasiodiplodia_parva,Lasiodiplodia_pseudotheobromae,Aplosporella_prunicola,Phyllosticta_ampelicida,Lasiodiplodia_theobromae,Guignardia_gaultheriae,Phyllosticta_beaumarisii,Phyllosticta_philoprina,Phyllosticta_capitalensis,Phyllosticta_elongata","0.524942, 0.221348, 0.146237, 0.055143, 0.051182",OTU19,
M21_Otu58,M21,Otu58,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",unclassified,"unclassified,Extremaceae,Teratosphaeriaceae,Mycosphaerellaceae",unclassified,"unclassified,Vermiconia,Petrophila,Devriesia,Staninwardia","Dothideomycetes_sp_TRN138,Capnodiales_sp_CCFEE_5502,Vermiconia_foris,Dothideomycetes_sp_TRN80,Devriesia_compacta,Capnodiales_sp_A73,Staninwardia_suttonii,Dothideomycetes_sp_TRN66,Vermiconia_flagrans,Petrophila_incerta,Petrophila_incerta_1","0.090771, 0.059713, 0.059255, 0.059255, 0.059255, 0.059255, 0.059255, 0.059251, 0.059250, 0.043983, 0.042284",OTU195,
M21_Otu601,M21,Otu601,Ascomycota,Ascomycota,Taphrinomycetes,"Taphrinomycetes,Saccharomycetes,Pneumocystidomycetes,Schizosaccharomycetes,unclassified",Taphrinales,"Taphrinales,Saccharomycetales,Pneumocystidales,Schizosaccharomycetales,unclassified",Taphrinaceae,"Taphrinaceae,Saccharomycetaceae,Trichomonascaceae,Pneumocystidaceae,Schizosaccharomycetaceae,unclassified,Protomycetaceae,Dipodascaceae",Taphrina,"Taphrina,Zygoascus,Pneumocystis,Schizosaccharomyces,Saitoella,Protomyces,Yarrowia,Candida,Saccharomyces","Taphrina_deformans,Zygoascus_hellenicus,Pneumocystis_carinii,Schizosaccharomyces_pombe,Saitoella_complicata,Protomyces_inouyei,Taphrina_wiesneri,Yarrowia_lipolytica,Taphrina_communis,Candida_glabrata,Saccharomyces_cerevisiae","0.185446, 0.119735, 0.119051, 0.116130, 0.108212, 0.092957, 0.063709, 0.017655, 0.017617, 0.013217, 0.012923",OTU400,
M21_Otu62,M21,Otu62,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Nectriaceae,Nectriaceae,Xenoacremonium,"Xenoacremonium,Nectria","Xenoacremonium_falcatus,Nectria_sp1","0.311853, 0.304149, 0.302836, 0.042500",OTU906,
M21_Otu659,M21,Otu659,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Aureobasidiaceae,Aureobasidiaceae,Aureobasidium,Aureobasidium,"Aureobasidium_melanogenum,Aureobasidium_pullulans,Aureobasidium_lini,Aureobasidium_namibiae","0.559869, 0.229937, 0.103628, 0.041181, 0.034111",OTU120,
M21_Otu67,M21,Otu67,Ascomycota,Ascomycota,Arthoniomycetes,Arthoniomycetes,Arthoniales,Arthoniales,Roccellaceae,"Roccellaceae,Roccellographaceae,Chrysotrichaceae,Lecanographaceae",Roccella,"Roccella,Combea,Roccellographa,Simonyella,Opegrapha,Chrysothrix,Alyxoria","Roccella_montagnei,Roccella_fuciformis,Roccella_canariensis,Combea_mollusca,Roccellographa_cretacea,Simonyella_variegata,Roccella_tuberculata,Roccella_boergesenii,Opegrapha_dolomitica,Chrysothrix_caesia,Alyxoria_varia","0.060920, 0.059677, 0.057044, 0.056976, 0.056976, 0.056976, 0.056976, 0.056976, 0.056358, 0.053641, 0.053599",OTU903,
M21_Otu677,M21,Otu677,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Teratosphaeriaceae,Teratosphaeriaceae,Myrtapenidiella,Myrtapenidiella,"Myrtapenidiella_tenuiramis,Myrtapenidiella_corymbia,Myrtapenidiella_eucalypti","0.757042, 0.071854, 0.031365, 0.031063, 0.030856, 0.013643, 0.013564, 0.013471",OTU374,
M21_Otu684,M21,Otu684,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Phaeomoniellales,Phaeomoniellales,unclassified,unclassified,Celerioriella,"Celerioriella,Dolabra,Neophaeomoniella,Minutiella,Aequabiliella","Dolabra_nepheliae,Neophaeomoniella_zymoides,Minutiella_tardicola,Celerioriella_prunicola,Aequabiliella_effusa,Celerioriella_dura","0.587070, 0.151615, 0.068628, 0.068243, 0.050231, 0.014780, 0.013270",OTU513,
